id_student,gender,region,highest_education,imd_band,age_band,disability,studied_credits,num_of_prev_attempts,final_result
475460,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,60,0,Fail
475480,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,60,0,Withdrawn
475497,M,Scotland,A Level or Equivalent,50-60%,0-35,N,30,0,Fail
475556,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,30,0,Withdrawn
475566,M,London Region,HE Qualification,10-20,35-55,N,120,0,Withdrawn
475594,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,Y,210,0,Fail
475604,F,South West Region,A Level or Equivalent,20-30%,0-35,Y,60,0,Withdrawn
475619,M,Scotland,HE Qualification,40-50%,35-55,N,60,0,Withdrawn
475631,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,N,60,0,Withdrawn
475681,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,60,0,Fail
475682,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,60,1,Withdrawn
475688,M,North Western Region,A Level or Equivalent,70-80%,0-35,Y,120,0,Pass
475699,M,South Region,A Level or Equivalent,70-80%,0-35,N,90,1,Withdrawn
475734,M,North Western Region,A Level or Equivalent,20-30%,35-55,N,60,0,Fail
475811,M,London Region,Lower Than A Level,60-70%,0-35,N,60,1,Pass
475839,M,South East Region,Lower Than A Level,20-30%,0-35,Y,120,0,Fail
475863,M,North Region,Lower Than A Level,Unknown,35-55,N,60,0,Pass
475883,M,South Region,HE Qualification,70-80%,0-35,N,120,1,Pass
475893,M,South Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
475897,M,North Region,A Level or Equivalent,70-80%,35-55,N,120,0,Pass
475901,F,North Region,Lower Than A Level,40-50%,0-35,N,90,0,Fail
475908,F,West Midlands Region,Lower Than A Level,40-50%,0-35,N,60,0,Fail
475945,F,Yorkshire Region,HE Qualification,70-80%,35-55,N,90,0,Pass
475981,F,South Region,Lower Than A Level,30-40%,0-35,N,120,0,Pass
476037,F,South Region,Lower Than A Level,90-100%,35-55,N,180,2,Fail
476041,F,North Region,A Level or Equivalent,10-20,0-35,N,60,0,Pass
476093,F,West Midlands Region,Lower Than A Level,40-50%,0-35,N,120,1,Fail
476108,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N,30,0,Distinction
476144,F,North Western Region,HE Qualification,0-10%,0-35,N,60,0,Pass
476170,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,1,Fail
476194,M,Scotland,Lower Than A Level,50-60%,0-35,N,60,0,Pass
476201,M,Yorkshire Region,HE Qualification,10-20,0-35,N,60,0,Distinction
476253,F,South East Region,Lower Than A Level,40-50%,0-35,N,180,0,Withdrawn
476278,F,Scotland,HE Qualification,70-80%,35-55,N,60,0,Pass
476297,F,Scotland,A Level or Equivalent,40-50%,35-55,N,120,1,Withdrawn
476355,M,London Region,Lower Than A Level,80-90%,35-55,N,120,0,Fail
476369,F,West Midlands Region,HE Qualification,10-20,0-35,N,60,0,Pass
476401,M,Ireland,A Level or Equivalent,0-10%,0-35,N,90,2,Pass
476438,F,South West Region,A Level or Equivalent,20-30%,35-55,N,60,0,Pass
476457,F,North Region,Lower Than A Level,20-30%,0-35,N,120,1,Withdrawn
476497,M,South Region,A Level or Equivalent,60-70%,0-35,N,60,0,Fail
476520,M,South East Region,Lower Than A Level,30-40%,0-35,Y,90,0,Pass
476596,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,N,60,0,Pass
476603,M,Wales,A Level or Equivalent,0-10%,0-35,N,120,0,Distinction
476629,F,Wales,Lower Than A Level,80-90%,0-35,N,60,0,Pass
476637,M,North Region,HE Qualification,80-90%,35-55,N,240,1,Distinction
476709,F,South East Region,HE Qualification,80-90%,0-35,N,120,0,Pass
476710,F,Yorkshire Region,Lower Than A Level,10-20,0-35,Y,120,1,Pass
476769,F,South East Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
476783,F,South Region,A Level or Equivalent,70-80%,0-35,N,90,0,Distinction
476816,F,London Region,A Level or Equivalent,10-20,0-35,N,210,2,Fail
476822,F,London Region,A Level or Equivalent,40-50%,0-35,N,60,0,Fail
476845,M,London Region,HE Qualification,70-80%,0-35,N,60,0,Pass
476855,F,South Region,Lower Than A Level,40-50%,0-35,N,180,1,Withdrawn
476859,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,120,1,Fail
476868,F,Wales,Lower Than A Level,10-20,35-55,Y,60,0,Withdrawn
476906,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,60,0,Withdrawn
476910,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
476912,M,Ireland,A Level or Equivalent,30-40%,0-35,N,60,1,Fail
476921,M,North Western Region,Lower Than A Level,0-10%,0-35,Y,60,0,Fail
476937,M,South East Region,Lower Than A Level,60-70%,35-55,N,60,0,Fail
476946,F,East Midlands Region,Lower Than A Level,30-40%,35-55,N,150,1,Fail
476964,M,South Region,HE Qualification,70-80%,35-55,N,90,0,Distinction
477009,F,Wales,A Level or Equivalent,80-90%,35-55,N,60,0,Fail
477011,F,London Region,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
477063,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,150,3,Fail
477067,F,South Region,A Level or Equivalent,80-90%,0-35,N,30,0,Pass
477069,M,East Midlands Region,Lower Than A Level,30-40%,0-35,Y,120,1,Fail
477099,M,London Region,A Level or Equivalent,20-30%,0-35,N,180,0,Pass
477120,F,South East Region,HE Qualification,40-50%,0-35,N,60,0,Pass
477128,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
477160,F,Ireland,HE Qualification,Unknown,35-55,N,120,1,Withdrawn
477161,M,North Western Region,Lower Than A Level,20-30%,0-35,N,70,1,Fail
477164,M,South West Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
477165,F,Yorkshire Region,Lower Than A Level,10-20,0-35,N,30,0,Fail
477167,F,Scotland,HE Qualification,80-90%,35-55,N,120,0,Distinction
477180,F,East Midlands Region,Lower Than A Level,70-80%,0-35,N,130,2,Fail
477185,M,South East Region,A Level or Equivalent,30-40%,35-55,N,120,0,Pass
477246,M,South Region,A Level or Equivalent,40-50%,0-35,N,30,0,Withdrawn
477319,F,South Region,HE Qualification,60-70%,35-55,N,60,0,Withdrawn
477348,F,South West Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
477354,M,London Region,Lower Than A Level,60-70%,35-55,N,60,0,Pass
477412,M,West Midlands Region,HE Qualification,10-20,0-35,N,60,0,Pass
477451,M,South Region,A Level or Equivalent,90-100%,0-35,Y,60,0,Pass
477468,F,South Region,Lower Than A Level,70-80%,0-35,N,30,0,Pass
477488,F,North Region,HE Qualification,Unknown,0-35,N,85,0,Withdrawn
477517,M,South Region,Post Graduate Qualification,90-100%,35-55,N,70,0,Pass
477556,F,South East Region,A Level or Equivalent,50-60%,0-35,N,60,2,Fail
477588,M,South Region,A Level or Equivalent,40-50%,0-35,N,90,0,Pass
477650,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,30,0,Pass
477734,F,East Anglian Region,No Formal quals,40-50%,0-35,N,120,0,Pass
477779,F,London Region,A Level or Equivalent,10-20,0-35,N,120,0,Fail
477812,M,Scotland,Lower Than A Level,70-80%,0-35,Y,120,2,Distinction
477825,F,South East Region,Lower Than A Level,40-50%,0-35,N,60,0,Pass
477833,M,London Region,Lower Than A Level,50-60%,35-55,Y,60,1,Fail
477835,F,South West Region,A Level or Equivalent,10-20,0-35,N,60,0,Withdrawn
478025,M,South West Region,No Formal quals,20-30%,0-35,N,60,0,Withdrawn
478069,F,Yorkshire Region,Lower Than A Level,10-20,35-55,N,60,0,Pass
478073,F,South Region,A Level or Equivalent,70-80%,0-35,Y,150,0,Pass
478212,M,Scotland,HE Qualification,20-30%,0-35,N,90,0,Fail
478213,M,North Region,Post Graduate Qualification,Unknown,0-35,N,120,0,Pass
478238,F,East Anglian Region,Lower Than A Level,90-100%,0-35,N,60,1,Distinction
478242,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,60,0,Pass
478244,M,North Western Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
478279,M,North Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
478289,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N,60,0,Withdrawn
478317,F,Scotland,Lower Than A Level,0-10%,0-35,N,120,2,Fail
478326,M,East Anglian Region,Lower Than A Level,20-30%,0-35,Y,240,0,Withdrawn
478332,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,120,0,Pass
478337,F,London Region,Lower Than A Level,0-10%,0-35,N,90,0,Pass
478346,M,South East Region,HE Qualification,20-30%,0-35,N,60,0,Distinction
478412,F,North Western Region,A Level or Equivalent,80-90%,35-55,N,60,0,Distinction
478432,M,London Region,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
478435,M,South West Region,Lower Than A Level,30-40%,35-55,N,30,0,Fail
478444,F,South Region,Lower Than A Level,90-100%,35-55,N,180,1,Distinction
478496,F,North Region,A Level or Equivalent,10-20,0-35,N,120,0,Fail
478513,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,90,0,Pass
478517,M,South West Region,A Level or Equivalent,60-70%,35-55,N,120,1,Fail
478550,M,East Anglian Region,A Level or Equivalent,10-20,0-35,N,60,0,Fail
478556,F,South Region,Lower Than A Level,50-60%,0-35,Y,30,0,Distinction
478562,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,60,0,Pass
478583,F,London Region,A Level or Equivalent,20-30%,0-35,N,70,0,Fail
478660,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,N,60,0,Pass
478685,F,Scotland,A Level or Equivalent,90-100%,0-35,N,60,0,Fail
478692,F,South Region,Lower Than A Level,80-90%,0-35,N,165,0,Withdrawn
478718,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,60,1,Fail
478744,F,North Western Region,A Level or Equivalent,50-60%,0-35,N,180,2,Withdrawn
478784,F,South Region,A Level or Equivalent,70-80%,0-35,Y,30,0,Distinction
478791,M,West Midlands Region,HE Qualification,60-70%,35-55,N,60,0,Pass
478792,F,North Western Region,Lower Than A Level,0-10%,0-35,N,120,0,Fail
478873,F,North Western Region,Lower Than A Level,20-30%,0-35,N,60,0,Fail
478886,F,Wales,Lower Than A Level,50-60%,35-55,N,30,0,Distinction
478967,F,Ireland,A Level or Equivalent,40-50%,35-55,N,60,1,Fail
478977,F,North Western Region,HE Qualification,0-10%,0-35,N,60,0,Withdrawn
479020,F,South Region,Lower Than A Level,20-30%,35-55,N,210,0,Pass
479057,M,North Region,Lower Than A Level,10-20,0-35,N,90,0,Pass
479060,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,60,0,Distinction
479061,M,South Region,A Level or Equivalent,60-70%,0-35,N,60,0,Distinction
479141,F,North Region,A Level or Equivalent,Unknown,0-35,N,60,0,Pass
479170,F,Yorkshire Region,HE Qualification,20-30%,0-35,N,60,0,Pass
479171,F,South East Region,Lower Than A Level,60-70%,0-35,N,60,0,Pass
479267,F,South Region,Lower Than A Level,30-40%,0-35,Y,120,1,Withdrawn
479305,F,London Region,Lower Than A Level,20-30%,0-35,N,60,0,Pass
479343,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,120,1,Pass
479347,M,East Anglian Region,Lower Than A Level,80-90%,0-35,Y,70,0,Withdrawn
479356,M,East Anglian Region,HE Qualification,90-100%,35-55,N,150,0,Pass
479442,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,30,0,Pass
479457,F,North Western Region,A Level or Equivalent,90-100%,0-35,N,60,0,Distinction
479516,F,Scotland,HE Qualification,60-70%,0-35,N,60,0,Pass
479519,F,West Midlands Region,No Formal quals,0-10%,0-35,N,120,1,Fail
479522,F,London Region,A Level or Equivalent,40-50%,35-55,N,120,0,Pass
479553,M,Yorkshire Region,HE Qualification,40-50%,0-35,N,60,0,Pass
479595,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N,30,0,Withdrawn
479607,M,Wales,A Level or Equivalent,20-30%,35-55,N,180,1,Fail
479649,M,South Region,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
479714,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,90,0,Withdrawn
479725,M,North Western Region,Lower Than A Level,20-30%,0-35,N,60,0,Fail
479738,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N,130,0,Pass
479753,F,Scotland,A Level or Equivalent,20-30%,0-35,Y,60,0,Pass
479764,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,N,60,0,Pass
479828,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,180,2,Pass
479845,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,120,0,Pass
479848,M,London Region,A Level or Equivalent,20-30%,0-35,N,120,0,Distinction
479853,F,London Region,A Level or Equivalent,0-10%,35-55,N,60,0,Distinction
479860,M,South West Region,Lower Than A Level,50-60%,35-55,N,60,0,Pass
479892,M,South West Region,A Level or Equivalent,70-80%,0-35,N,120,0,Withdrawn
479921,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,75,2,Withdrawn
479922,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,180,1,Pass
479939,F,North Region,No Formal quals,Unknown,0-35,N,60,0,Pass
479977,F,South Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
479987,M,Scotland,HE Qualification,60-70%,0-35,N,60,1,Pass
480014,M,London Region,A Level or Equivalent,70-80%,35-55,N,60,0,Distinction
480025,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,60,0,Fail
480086,F,South West Region,Lower Than A Level,40-50%,0-35,N,30,0,Pass
480115,M,South East Region,A Level or Equivalent,70-80%,0-35,N,60,0,Distinction
480151,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
480181,M,North Region,A Level or Equivalent,Unknown,0-35,N,60,0,Withdrawn
480199,F,London Region,Lower Than A Level,10-20,35-55,N,150,1,Pass
480207,M,North Western Region,A Level or Equivalent,30-40%,0-35,Y,120,1,Pass
480225,F,East Anglian Region,Lower Than A Level,10-20,0-35,N,120,1,Fail
480303,M,Wales,Lower Than A Level,50-60%,35-55,N,60,0,Fail
480372,F,North Western Region,Lower Than A Level,10-20,0-35,N,120,1,Pass
480382,M,South East Region,A Level or Equivalent,50-60%,35-55,N,120,0,Pass
480458,M,Wales,HE Qualification,50-60%,0-35,N,180,0,Fail
480507,F,Scotland,Lower Than A Level,60-70%,35-55,N,60,0,Pass
480531,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,0,Withdrawn
480554,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,60,0,Pass
480579,F,London Region,A Level or Equivalent,10-20,0-35,N,60,0,Pass
480590,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,30,0,Pass
480604,M,North Western Region,A Level or Equivalent,60-70%,35-55,N,45,0,Withdrawn
480650,F,North Region,A Level or Equivalent,10-20,0-35,N,60,0,Distinction
480667,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,N,60,0,Withdrawn
480716,M,South Region,HE Qualification,90-100%,35-55,N,60,0,Pass
480815,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,120,0,Pass
480888,F,West Midlands Region,Lower Than A Level,70-80%,35-55,N,60,0,Distinction
480910,M,Scotland,A Level or Equivalent,0-10%,0-35,N,60,1,Withdrawn
480914,F,East Anglian Region,No Formal quals,10-20,0-35,N,30,0,Withdrawn
480924,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,90,1,Withdrawn
480928,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,Y,150,0,Withdrawn
480929,M,South West Region,HE Qualification,60-70%,0-35,N,60,0,Distinction
480937,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,N,150,1,Pass
480938,M,South Region,HE Qualification,50-60%,35-55,N,60,0,Pass
480943,M,South Region,Lower Than A Level,90-100%,0-35,N,30,0,Pass
480956,M,Scotland,HE Qualification,30-40%,35-55,N,60,0,Pass
480959,F,London Region,Lower Than A Level,0-10%,0-35,N,30,0,Pass
480960,F,London Region,A Level or Equivalent,60-70%,0-35,N,150,1,Distinction
480972,M,Scotland,A Level or Equivalent,30-40%,35-55,N,70,0,Fail
480981,M,London Region,Lower Than A Level,30-40%,35-55,Y,120,1,Fail
480984,M,North Region,A Level or Equivalent,Unknown,0-35,N,70,0,Pass
480988,F,South Region,HE Qualification,50-60%,0-35,N,60,2,Withdrawn
481010,F,South Region,A Level or Equivalent,50-60%,0-35,N,60,0,Distinction
481022,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,180,0,Fail
481024,F,London Region,A Level or Equivalent,20-30%,35-55,N,90,0,Withdrawn
481092,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,Y,240,0,Withdrawn
481143,F,North Western Region,Lower Than A Level,40-50%,0-35,N,60,0,Fail
481150,F,Ireland,A Level or Equivalent,10-20,0-35,N,120,0,Pass
481169,M,London Region,A Level or Equivalent,50-60%,35-55,N,60,0,Withdrawn
481210,F,South Region,Lower Than A Level,90-100%,0-35,N,60,0,Fail
481227,M,Wales,A Level or Equivalent,70-80%,35-55,N,60,0,Withdrawn
481240,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,150,0,Withdrawn
481314,M,London Region,A Level or Equivalent,30-40%,0-35,N,90,1,Pass
481350,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,90,0,Pass
481367,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,120,1,Withdrawn
481404,M,North Western Region,Lower Than A Level,0-10%,35-55,Y,30,0,Pass
481448,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,120,1,Fail
481453,M,London Region,A Level or Equivalent,10-20,35-55,N,60,0,Pass
481538,M,North Western Region,Lower Than A Level,10-20,0-35,N,60,1,Pass
481549,F,South Region,A Level or Equivalent,Unknown,0-35,N,120,0,Pass
481580,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,60,0,Distinction
481593,F,Wales,HE Qualification,70-80%,35-55,N,60,0,Distinction
481607,F,North Western Region,Lower Than A Level,0-10%,35-55,N,120,0,Distinction
481618,M,South East Region,A Level or Equivalent,40-50%,0-35,N,60,0,Pass
481667,M,Wales,HE Qualification,50-60%,0-35,N,120,0,Pass
481717,M,North Western Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
481762,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,60,1,Pass
481772,F,London Region,Lower Than A Level,10-20,0-35,N,90,0,Fail
481787,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
481790,F,Ireland,A Level or Equivalent,80-90%,0-35,N,60,1,Pass
481863,F,Scotland,A Level or Equivalent,60-70%,0-35,N,120,1,Pass
481884,M,North Western Region,Lower Than A Level,60-70%,0-35,N,30,0,Fail
481934,M,Scotland,Post Graduate Qualification,70-80%,35-55,N,60,0,Withdrawn
481947,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,180,0,Fail
482012,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,30,0,Pass
482030,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,60,0,Pass
482071,M,South Region,Lower Than A Level,80-90%,0-35,N,90,0,Pass
482083,F,South Region,Lower Than A Level,70-80%,35-55,N,60,0,Pass
482117,M,North Western Region,Lower Than A Level,20-30%,0-35,N,180,0,Fail
482145,F,London Region,A Level or Equivalent,80-90%,0-35,N,30,0,Fail
482173,F,Scotland,A Level or Equivalent,30-40%,0-35,N,60,1,Pass
482187,F,North Region,A Level or Equivalent,Unknown,0-35,N,60,0,Distinction
482264,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,N,60,0,Withdrawn
482268,M,East Anglian Region,No Formal quals,20-30%,0-35,N,180,1,Fail
482275,M,North Western Region,Lower Than A Level,30-40%,35-55,N,210,1,Fail
482280,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,60,0,Pass
482356,F,Wales,Lower Than A Level,10-20,0-35,N,90,0,Pass
482406,M,South Region,A Level or Equivalent,80-90%,0-35,N,30,0,Pass
482445,M,Scotland,HE Qualification,30-40%,0-35,N,120,1,Fail
482467,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,60,0,Pass
482513,F,North Western Region,Lower Than A Level,20-30%,35-55,N,60,0,Pass
482554,M,Scotland,Lower Than A Level,60-70%,0-35,N,60,0,Withdrawn
482556,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,60,0,Withdrawn
482580,M,North Western Region,Lower Than A Level,0-10%,0-35,Y,120,0,Withdrawn
482635,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,60,0,Withdrawn
482644,M,London Region,HE Qualification,10-20,0-35,N,60,0,Pass
482677,F,South East Region,Lower Than A Level,70-80%,0-35,N,60,1,Pass
482680,M,Scotland,A Level or Equivalent,60-70%,0-35,Y,75,0,Pass
482710,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,60,0,Pass
482726,F,South Region,Post Graduate Qualification,90-100%,35-55,N,50,0,Pass
482745,M,South East Region,A Level or Equivalent,70-80%,0-35,N,60,0,Fail
482751,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,90,0,Withdrawn
482766,F,South Region,HE Qualification,50-60%,35-55,N,120,0,Pass
482810,F,South East Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
482843,F,Ireland,Lower Than A Level,Unknown,35-55,N,60,0,Pass
482856,F,Ireland,HE Qualification,Unknown,35-55,N,60,0,Pass
482868,M,South East Region,Lower Than A Level,60-70%,0-35,N,60,0,Pass
482938,M,South East Region,Lower Than A Level,30-40%,35-55,N,180,0,Withdrawn
482945,M,Wales,Lower Than A Level,10-20,35-55,Y,60,0,Withdrawn
483031,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,120,0,Distinction
483037,M,London Region,No Formal quals,10-20,35-55,N,60,0,Pass
483064,F,North Region,A Level or Equivalent,40-50%,0-35,N,60,0,Pass
483074,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,120,0,Distinction
483108,F,North Western Region,A Level or Equivalent,80-90%,0-35,N,120,1,Fail
483109,F,London Region,HE Qualification,50-60%,0-35,N,60,0,Pass
483117,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
483123,M,South West Region,Lower Than A Level,70-80%,0-35,N,30,0,Fail
483131,M,Wales,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
483135,F,East Anglian Region,Lower Than A Level,20-30%,35-55,N,60,1,Withdrawn
483136,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,60,0,Pass
483149,F,South East Region,A Level or Equivalent,40-50%,35-55,N,60,0,Pass
483158,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,30,0,Fail
483179,M,London Region,A Level or Equivalent,50-60%,35-55,N,120,1,Withdrawn
483195,M,North Region,Lower Than A Level,60-70%,0-35,N,120,1,Withdrawn
483200,F,Scotland,A Level or Equivalent,50-60%,35-55,N,60,0,Pass
483243,F,North Western Region,Lower Than A Level,20-30%,35-55,Y,135,0,Pass
483267,M,West Midlands Region,HE Qualification,80-90%,35-55,N,60,0,Withdrawn
483275,M,South East Region,A Level or Equivalent,80-90%,0-35,N,90,0,Fail
483309,M,South Region,A Level or Equivalent,70-80%,35-55,N,60,0,Withdrawn
483315,F,North Western Region,Lower Than A Level,70-80%,0-35,N,60,0,Pass
483339,M,London Region,Lower Than A Level,10-20,35-55,N,60,1,Withdrawn
483343,F,South West Region,Lower Than A Level,30-40%,0-35,N,240,0,Withdrawn
483362,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,60,1,Fail
483371,F,Scotland,HE Qualification,60-70%,35-55,N,120,0,Withdrawn
483389,F,North Region,Lower Than A Level,Unknown,35-55,N,60,0,Pass
483411,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,120,2,Fail
483468,F,Wales,HE Qualification,90-100%,0-35,N,60,0,Pass
483470,M,South East Region,HE Qualification,40-50%,0-35,N,120,0,Fail
483479,F,London Region,A Level or Equivalent,20-30%,0-35,N,180,0,Fail
483485,F,Wales,Lower Than A Level,70-80%,0-35,Y,60,0,Pass
483508,F,Ireland,Lower Than A Level,50-60%,35-55,N,60,0,Distinction
483543,M,North Region,HE Qualification,Unknown,0-35,N,60,0,Pass
483582,M,South East Region,Lower Than A Level,60-70%,0-35,N,30,0,Fail
483620,M,West Midlands Region,Lower Than A Level,50-60%,0-35,N,180,1,Pass
483626,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,120,1,Pass
483646,F,East Midlands Region,Lower Than A Level,60-70%,35-55,N,120,0,Pass
483656,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
483666,F,Wales,Lower Than A Level,60-70%,35-55,N,60,1,Withdrawn
483674,F,Wales,No Formal quals,30-40%,0-35,N,60,0,Fail
483703,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,60,0,Withdrawn
483706,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,30,0,Pass
483724,M,Wales,A Level or Equivalent,10-20,0-35,N,60,1,Fail
483743,M,South West Region,Lower Than A Level,70-80%,0-35,N,150,1,Fail
483744,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,180,0,Withdrawn
483793,M,South Region,Lower Than A Level,70-80%,0-35,N,30,0,Fail
483800,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,120,0,Pass
483818,F,South Region,A Level or Equivalent,60-70%,0-35,N,120,1,Pass
483858,F,Scotland,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
483869,M,North Region,Lower Than A Level,10-20,0-35,Y,180,0,Fail
483872,M,London Region,A Level or Equivalent,70-80%,0-35,N,120,0,Pass
483876,F,London Region,No Formal quals,50-60%,0-35,N,120,0,Pass
483921,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,60,0,Fail
483934,M,North Western Region,Lower Than A Level,20-30%,0-35,N,60,1,Fail
483952,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,120,0,Fail
483959,F,South Region,A Level or Equivalent,70-80%,0-35,N,90,0,Pass
483975,M,North Region,Lower Than A Level,Unknown,0-35,N,120,1,Pass
483997,F,North Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
484010,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,60,0,Fail
484039,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,180,0,Fail
484075,M,Wales,A Level or Equivalent,10-20,0-35,N,90,1,Pass
484125,M,Ireland,Lower Than A Level,10-20,0-35,N,120,1,Fail
484130,F,London Region,A Level or Equivalent,60-70%,0-35,N,180,1,Withdrawn
484135,F,London Region,HE Qualification,70-80%,0-35,N,60,1,Pass
484158,M,Scotland,HE Qualification,50-60%,35-55,N,120,0,Withdrawn
484161,F,South West Region,Lower Than A Level,70-80%,35-55,N,120,0,Fail
484165,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,150,1,Fail
484171,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,120,1,Withdrawn
484174,M,South West Region,Lower Than A Level,20-30%,0-35,N,90,0,Withdrawn
484213,F,London Region,A Level or Equivalent,10-20,0-35,N,130,0,Pass
484223,F,Ireland,Lower Than A Level,90-100%,0-35,N,90,0,Pass
484242,M,Wales,A Level or Equivalent,50-60%,0-35,N,120,1,Fail
484252,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,60,0,Pass
484266,M,Scotland,Lower Than A Level,10-20,0-35,N,120,1,Withdrawn
484292,M,South Region,Lower Than A Level,90-100%,0-35,N,120,2,Withdrawn
