id_student,course_key,avg_score,assessments_taken,total_weight,weighted_points,last_submission_day,weighted_avg_score,pass_flag,at_risk_flag,total_clicks,active_days,first_activity_day,last_activity_day,engagement_score,module_code,presentation,module_presentation_length
180667,DDD_2013B,83.66666666666667,12,179.0,12037.0,230,67.24581005586592,True,False,1722,98.0,-16,240,105.45182223652793,DDD,2013B,240
180753,AAA_2013J,53.4,5,100.0,5170.0,209,51.7,True,False,1964,157.0,-10,263,164.58324752430337,AAA,2013J,268
180958,DDD_2013B,65.35714285714286,14,200.0,13301.0,231,66.505,True,False,2737,193.0,-16,235,200.9149830058484,DDD,2013B,240
180974,FFF_2013B,75.0,3,50.0,3750.0,89,75.0,True,False,1229,77.0,-17,137,84.11476944836646,FFF,2013B,240
180974,FFF_2013J,73.8,5,100.0,7350.0,173,73.5,True,False,4411,176.0,-18,265,184.39208338037338,FFF,2013J,268
180976,CCC_2014B,76.33333333333333,9,200.0,13076.0,234,65.38,True,False,4393,145.0,-18,239,153.38799525294456,CCC,2014B,241
181316,AAA_2013J,76.0,1,10.0,760.0,20,76.0,True,True,451,20.0,-10,66,26.11368217983223,AAA,2013J,268
181508,FFF_2013B,86.8,5,100.0,8825.0,167,88.25,True,False,3519,99.0,-17,222,107.16621626859214,FFF,2013B,240
181719,FFF_2014B,76.0,1,12.5,950.0,23,76.0,True,True,681,19.0,-17,39,25.52502965784346,FFF,2014B,241
181861,CCC_2014J,77.0,5,125.0,7424.0,243,59.392,True,False,1726,75.0,-18,241,82.45414107814668,CCC,2014J,269
181992,FFF_2013B,53.8,5,100.0,5125.0,165,51.25,True,False,1360,50.0,-12,222,57.21597500265147,FFF,2013B,240
182400,EEE_2014B,39.25,4,100.0,4036.0,152,40.36,False,True,1504,87.0,-17,241,94.31654817718298,EEE,2014B,241
182468,FFF_2013B,65.2,5,100.0,6500.0,173,65.0,True,False,2588,85.0,-17,222,92.85902697975153,FFF,2013B,240
182661,BBB_2013J,80.0,1,1.0,80.0,102,80.0,True,True,23,1.0,96,96,4.178053830347945,BBB,2013J,268
182824,BBB_2013B,83.0909090909091,11,100.0,7369.0,189,73.69,True,False,220,20.0,-9,209,25.39816270151775,BBB,2013B,240
182854,CCC_2014J,64.125,8,178.0,9262.0,244,52.03370786516854,True,False,1530,74.0,-3,263,81.33367639565769,CCC,2014J,269
183057,AAA_2014J,65.6,5,100.0,6640.0,237,66.4,True,False,819,66.0,-23,249,72.7093043402583,AAA,2014J,269
183096,AAA_2013J,54.0,5,100.0,5400.0,215,54.0,True,False,1929,116.0,-10,242,123.56527528189893,AAA,2013J,268
183287,BBB_2014B,88.5,2,6.0,485.0,49,80.83333333333333,True,False,157,10.0,-3,58,15.062595033026966,BBB,2014B,234
183331,DDD_2014B,42.8,5,160.0,5310.0,237,33.1875,False,True,1146,84.0,-5,229,91.04490511712937,DDD,2014B,241
183429,FFF_2014B,63.2,5,100.0,6050.0,175,60.5,True,False,1492,45.0,0,227,52.30854279753919,FFF,2014B,241
183714,DDD_2013B,79.14285714285714,14,200.0,12589.0,230,62.945,True,False,3169,220.0,-15,240,228.06148686687132,DDD,2013B,240
183806,BBB_2013B,95.0,3,7.0,625.0,18,89.28571428571429,True,False,143,7.0,-1,66,11.969813299576,BBB,2013B,240
183947,AAA_2013J,49.0,5,100.0,4660.0,215,46.6,False,True,930,58.0,-3,253,64.83625927727707,AAA,2013J,268
184271,AAA_2013J,59.8,5,100.0,5870.0,212,58.7,True,False,1269,147.0,-10,263,154.14677217945263,AAA,2013J,268
184409,DDD_2014J,93.28571428571429,7,200.0,18255.0,244,91.275,True,False,2474,173.0,-25,261,180.8139956750028,DDD,2014J,262
184473,FFF_2013J,43.6,5,100.0,4600.0,171,46.0,False,True,1429,33.0,16,268,40.26542972325395,FFF,2013J,268
184627,FFF_2014J,32.0,1,12.5,400.0,27,32.0,False,True,421,14.0,-16,38,20.04500531403601,FFF,2014J,269
184720,FFF_2013J,46.0,1,12.5,575.0,19,46.0,False,True,429,35.0,-18,91,41.063785208687605,FFF,2013J,268
184720,FFF_2014J,75.0,2,25.0,1875.0,58,75.0,True,False,573,39.0,-8,135,45.352629396319564,FFF,2014J,269
184968,DDD_2013B,76.0,4,22.5,1613.0,54,71.68888888888888,True,False,437,19.0,-11,52,25.082218910376447,DDD,2013B,240
184972,BBB_2014J,74.25,4,100.0,7170.0,206,71.7,True,False,1704,73.0,-8,236,80.44132038971762,BBB,2014J,262
185021,BBB_2014B,69.25,8,97.0,6747.0,194,69.55670103092784,True,False,84,10.0,2,226,14.442651256490317,BBB,2014B,234
185024,DDD_2014J,90.0,2,15.0,1400.0,127,93.33333333333333,True,False,546,47.0,-10,233,53.30444880242198,DDD,2014J,262
185057,CCC_2014J,22.0,1,2.0,44.0,21,22.0,False,True,296,17.0,-13,27,22.6937321388027,CCC,2014J,269
185057,EEE_2014B,77.5,4,100.0,7636.0,152,76.36,True,False,3460,155.0,-18,236,163.14931284363536,EEE,2014B,241
185127,CCC_2014J,56.714285714285715,7,184.0,8885.0,243,48.28804347826087,False,True,375,28.0,1,246,33.9295891433899,CCC,2014J,269
185127,DDD_2013J,77.16666666666667,6,180.0,14160.0,241,78.66666666666667,True,False,446,51.0,-15,240,57.10255859461357,DDD,2013J,261
185349,BBB_2013B,84.0909090909091,11,100.0,7803.0,189,78.03,True,False,4391,177.0,-9,240,185.38753998318936,BBB,2013B,240
185350,AAA_2014J,59.6,5,100.0,5750.0,237,57.5,True,False,223,30.0,-21,241,35.41164605185504,AAA,2014J,269
185439,AAA_2013J,74.0,1,10.0,740.0,24,74.0,True,True,415,15.0,-10,39,21.030685260261265,AAA,2013J,268
185496,FFF_2013B,81.0,4,75.0,6050.0,199,80.66666666666667,True,False,2594,75.0,2,235,82.86134179559998,FFF,2013B,240
185994,FFF_2014J,83.8,5,100.0,8375.0,197,83.75,True,False,2678,116.0,-18,261,123.8931988695446,FFF,2014J,269
186149,AAA_2013J,76.0,5,100.0,7560.0,215,75.6,True,False,2095,109.0,-10,267,116.64778604544094,AAA,2013J,268
186380,FFF_2013B,87.2,5,100.0,8825.0,160,88.25,True,False,4391,119.0,-13,236,127.38753998318937,FFF,2013B,240
186476,EEE_2014B,81.75,4,100.0,8040.0,159,80.4,True,False,1003,71.0,-5,231,77.91174730025168,EEE,2014B,241
186565,BBB_2014B,68.66666666666667,3,24.0,1778.0,84,74.08333333333333,True,False,592,36.0,-4,164,42.385194398997726,BBB,2014B,234
186670,BBB_2013B,72.625,8,80.0,5938.0,189,74.225,True,False,213,25.0,-9,226,30.36597601502185,BBB,2013B,240
186988,BBB_2013B,71.125,8,63.0,3093.0,189,49.095238095238095,False,True,350,20.0,0,187,25.860786223465865,BBB,2013B,240
187100,AAA_2013J,89.2,5,100.0,8940.0,213,89.4,True,False,8445,231.0,-10,265,240.04144823549387,AAA,2013J,268
187199,FFF_2013J,77.4,5,100.0,7850.0,172,78.5,True,False,1767,60.0,-18,260,67.47760424319759,FFF,2013J,268
187257,BBB_2014B,80.9,10,82.0,6512.0,200,79.41463414634147,True,False,290,43.0,-2,199,48.67332326717149,BBB,2014B,234
187435,CCC_2014B,95.33333333333333,9,200.0,19384.0,230,96.92,True,False,1810,66.0,0,228,73.50163445788341,CCC,2014B,241
187601,BBB_2014B,83.7,10,82.0,6323.0,200,77.10975609756098,True,False,1912,82.0,-9,224,89.55642796944025,BBB,2014B,234
187623,DDD_2013B,63.642857142857146,14,200.0,9306.5,231,46.5325,False,True,513,47.0,-14,226,53.242223265455166,DDD,2013B,240
187663,DDD_2014B,53.666666666666664,6,180.0,11125.0,236,61.80555555555556,True,False,687,47.0,-14,240,53.53378883793334,DDD,2014B,241
187793,BBB_2013B,67.8,10,82.0,5094.0,189,62.1219512195122,True,False,2749,150.0,-8,240,157.9193561906606,BBB,2013B,240
188026,BBB_2013J,89.0,11,100.0,8253.0,210,82.53,True,False,395,56.0,-10,215,61.98141421125448,BBB,2013J,268
188152,BBB_2013B,87.54545454545455,11,100.0,9063.0,189,90.63,True,False,1117,184.0,-9,238,191.01929665371503,BBB,2013B,240
188251,CCC_2014J,70.83333333333333,6,70.0,4723.0,207,67.47142857142858,True,False,591,34.0,10,215,40.38350663488401,CCC,2014J,269
188260,EEE_2014B,79.0,4,100.0,7732.0,151,77.32,True,False,886,61.0,-8,240,67.78784498230958,EEE,2014B,241
188273,CCC_2014J,69.71428571428571,7,170.0,11458.0,244,67.4,True,False,604,38.0,-17,214,44.40522845803084,CCC,2014J,269
188273,EEE_2013J,92.25,4,100.0,9168.0,158,91.68,True,False,936,65.0,-11,241,71.84268328223843,EEE,2013J,268
188278,AAA_2013J,76.0,1,10.0,760.0,19,76.0,True,True,1407,49.0,-10,60,56.24992553671799,AAA,2013J,268
188278,AAA_2014J,70.8,5,100.0,6960.0,216,69.6,True,False,2969,162.0,-24,266,169.99631723179675,AAA,2014J,269
188524,FFF_2013J,41.0,3,50.0,1700.0,101,34.0,False,True,195,19.0,20,101,24.278114659230518,FFF,2013J,268
188662,CCC_2014J,87.375,8,192.0,15708.0,244,81.8125,True,False,901,60.0,-18,261,66.80461452006263,CCC,2014J,269
188662,EEE_2014B,86.75,4,100.0,8588.0,151,85.88,True,False,1781,64.0,-18,235,71.48549160803076,EEE,2014B,241
188766,BBB_2014J,44.5,4,100.0,4340.0,201,43.4,False,True,357,35.0,8,253,40.8805329864007,BBB,2014J,262
188875,DDD_2013J,58.0,1,10.0,580.0,26,58.0,True,True,192,9.0,6,51,14.262690188904886,DDD,2013J,261
189035,BBB_2014B,81.4,10,82.0,6407.0,200,78.13414634146342,True,False,882,106.0,-9,234,112.78332520060395,BBB,2014B,234
189095,BBB_2013J,79.5,4,25.0,1559.0,102,62.36,True,False,877,38.0,-10,156,44.77764659363512,BBB,2013J,268
189117,EEE_2014J,86.25,4,100.0,8580.0,163,85.8,True,False,1125,48.0,-4,259,55.02642680869964,EEE,2014J,269
189143,DDD_2014J,82.14285714285714,7,200.0,17450.0,242,87.25,True,False,772,80.0,-25,240,86.65027904858742,DDD,2014J,262
189178,DDD_2014B,73.85714285714286,7,200.0,11532.5,234,57.6625,True,False,3472,145.0,-15,239,153.15277405274406,DDD,2014B,241
189428,CCC_2014B,84.6,5,125.0,11463.0,234,91.704,True,False,690,42.0,0,239,48.53813982376767,CCC,2014B,241
189442,DDD_2014B,67.25,4,60.0,3965.0,116,66.08333333333333,True,False,1559,103.0,-17,138,110.35244110024358,DDD,2014B,241
189624,CCC_2014B,48.111111111111114,9,200.0,10218.0,230,51.09,True,False,2881,129.0,-17,240,136.96623977655946,CCC,2014B,241
189624,DDD_2013J,70.71428571428571,7,200.0,13750.0,237,68.75,True,False,1929,141.0,-18,254,148.56527528189892,DDD,2013J,261
189629,EEE_2013J,69.66666666666667,3,72.0,4988.0,174,69.27777777777777,True,False,1613,61.0,-11,234,68.3864708488299,EEE,2013J,268
189720,FFF_2013B,50.25,4,75.0,3475.0,131,46.333333333333336,False,True,428,28.0,-9,131,34.061456918928016,FFF,2013B,240
189879,AAA_2013J,79.4,5,100.0,7880.0,209,78.8,True,False,1491,84.0,-8,248,91.3078727807637,AAA,2013J,268
190279,DDD_2014J,79.85714285714286,7,200.0,15530.0,244,77.65,True,False,13536,257.0,-13,260,266.5131819561858,DDD,2014J,262
190352,BBB_2014B,68.8,10,82.0,4215.0,200,51.40243902439025,True,False,216,38.0,-9,220,43.37989735354046,BBB,2014B,234
190418,FFF_2014B,85.8,5,100.0,8575.0,170,85.75,True,False,6571,142.0,-5,227,150.79057347915716,FFF,2014B,241
190565,BBB_2014B,86.9,10,82.0,6611.0,200,80.6219512195122,True,False,230,37.0,-8,223,42.442417710521795,BBB,2014B,234
190653,FFF_2013B,88.0,1,12.5,1100.0,17,88.0,True,True,834,32.0,-18,45,38.72743172485085,FFF,2013B,240
190780,CCC_2014J,56.0,1,2.0,112.0,21,56.0,True,True,212,13.0,2,19,18.361292165709425,CCC,2014J,269
190780,EEE_2014J,91.75,4,100.0,9148.0,168,91.48,True,False,1886,101.0,2,269,108.54274354536855,EEE,2014J,269
190910,FFF_2013J,73.0,2,25.0,1825.0,47,73.0,True,False,295,27.0,-18,101,32.69035945432406,FFF,2013J,268
190930,FFF_2014B,72.25,4,75.0,5275.0,136,70.33333333333333,True,False,1665,56.0,-11,241,63.41818082272679,FFF,2014B,241
191000,EEE_2013J,82.66666666666667,3,72.0,6080.0,124,84.44444444444444,True,False,1037,50.0,-11,153,56.945051063725835,EEE,2013J,268
191000,EEE_2014J,82.66666666666667,3,72.0,6080.0,-1,84.44444444444444,True,False,0,0.0,0,0,0.0,EEE,2014J,269
191195,DDD_2013B,57.45454545454545,11,79.0,3639.0,173,46.063291139240505,False,True,540,75.0,-16,221,81.29341927884649,DDD,2013B,240
191269,BBB_2013J,72.45454545454545,11,100.0,6244.0,210,62.44,True,False,813,70.0,3,258,76.70196036600254,BBB,2013J,268
191445,DDD_2013J,60.5,6,180.0,8947.5,237,49.708333333333336,False,True,927,80.0,-7,261,86.8330317327862,DDD,2013J,261
191459,BBB_2014J,69.5,4,100.0,7045.0,196,70.45,True,False,767,52.0,-7,219,58.64378973314767,BBB,2014J,262
191504,FFF_2014J,76.0,1,12.5,950.0,19,76.0,True,True,334,31.0,-10,151,36.814130531825064,FFF,2014J,269
191590,FFF_2014B,68.75,4,75.0,4850.0,142,64.66666666666667,True,False,2476,70.0,-3,227,77.81480342948936,FFF,2014B,241
191732,DDD_2014J,46.8,5,75.0,3150.0,146,42.0,False,True,134,18.0,-24,169,22.90527477843843,DDD,2014J,262
191746,BBB_2014J,59.75,4,100.0,6110.0,208,61.1,True,False,306,19.0,-8,208,24.726847747587197,BBB,2014J,262
191797,CCC_2014B,79.55555555555556,9,200.0,13312.0,230,66.56,True,False,705,47.0,-16,229,53.55961523749324,CCC,2014B,241
191896,DDD_2013B,59.0,13,185.0,8464.5,229,45.75405405405405,False,True,1313,77.0,-12,236,84.18083119904456,DDD,2013B,240
191972,DDD_2013B,69.71428571428571,14,200.0,12740.5,230,63.7025,True,False,3797,228.0,-16,240,236.24222989137223,DDD,2013B,240
191973,BBB_2014J,59.75,4,100.0,5825.0,198,58.25,True,False,572,16.0,-5,237,22.35088571671474,BBB,2014J,262
192183,AAA_2013J,68.4,5,100.0,6670.0,215,66.7,True,False,3175,176.0,-10,242,184.06337782236702,AAA,2013J,268
192186,DDD_2014B,59.285714285714285,7,200.0,10755.0,236,53.775,True,False,1185,81.0,-14,229,88.07834157955767,DDD,2014B,241
192196,DDD_2013B,61.23076923076923,13,197.0,10720.0,229,54.41624365482234,True,False,603,46.0,3,226,52.403574197934816,DDD,2013B,240
192375,DDD_2014J,67.0,7,200.0,11475.0,243,57.375,True,False,1387,115.0,-25,242,122.23561914106675,DDD,2014J,262
192424,BBB_2013B,86.0909090909091,11,100.0,7506.0,189,75.06,True,False,806,52.0,-9,237,58.69332366826995,BBB,2013B,240
192680,FFF_2013J,85.6,5,100.0,8550.0,176,85.5,True,False,3893,142.0,-1,265,150.26719218593215,FFF,2013J,268
192944,BBB_2014J,76.0,4,100.0,7575.0,192,75.75,True,False,1234,79.0,-9,245,86.11882624906208,BBB,2014J,262
193163,CCC_2014B,77.0,4,26.0,1985.0,139,76.34615384615384,True,False,850,34.0,-18,151,40.746412128573375,CCC,2014B,241
193163,EEE_2014B,62.75,4,100.0,5888.0,166,58.88,True,False,828,41.0,-18,214,47.720220155135294,EEE,2014B,241
193193,FFF_2013B,65.0,3,62.5,4150.0,129,66.4,True,False,1009,53.0,-14,239,59.9177056098353,FFF,2013B,240
193215,BBB_2013J,74.66666666666667,3,24.0,1645.0,56,68.54166666666667,True,False,293,26.0,-8,68,31.68357976733868,BBB,2013J,268
193310,BBB_2014J,65.5,4,100.0,6510.0,191,65.1,True,False,1182,107.0,-9,245,114.07580886397838,BBB,2014J,262
193822,BBB_2013B,86.7,10,82.0,6536.0,189,79.70731707317073,True,False,1956,106.0,-9,227,113.57916796739607,BBB,2013B,240
193834,FFF_2013B,64.6,5,100.0,6100.0,164,61.0,True,False,2573,117.0,-13,216,124.85321638815607,FFF,2013B,240
194163,FFF_2014J,88.2,5,100.0,8600.0,199,86.0,True,False,4212,183.0,2,246,191.34593026197902,FFF,2014J,269
195096,BBB_2013J,74.5,10,99.0,6380.0,215,64.44444444444444,True,False,384,36.0,-10,264,41.953243334287784,BBB,2013J,268
195234,EEE_2013J,56.0,2,44.0,2452.0,68,55.72727272727273,True,False,880,35.0,-11,220,41.78105762593618,EEE,2013J,268
195246,FFF_2014J,57.0,4,75.0,3950.0,136,52.666666666666664,True,False,2035,108.0,-18,262,115.61874237767042,FFF,2014J,269
195252,EEE_2014J,74.5,2,44.0,3308.0,69,75.18181818181819,True,False,433,17.0,8,103,23.073044534100404,EEE,2014J,269
195262,AAA_2013J,50.0,1,20.0,1000.0,118,50.0,True,True,1876,58.0,-5,183,65.53743003658651,AAA,2013J,268
195345,BBB_2014J,55.0,4,100.0,5895.0,199,58.95,True,False,1188,48.0,0,245,55.08086789669078,BBB,2014J,262
195515,FFF_2014B,79.6,5,100.0,7725.0,169,77.25,True,False,1574,51.0,-15,241,58.362010551259736,FFF,2014B,241
195552,FFF_2014J,95.8,5,100.0,9600.0,170,96.0,True,False,5011,132.0,-17,266,140.51959031601595,FFF,2014J,269
195897,EEE_2014J,93.0,3,84.0,7812.0,164,93.0,True,False,1662,58.0,-13,268,65.41637847919293,EEE,2014J,269
195938,BBB_2013J,88.27272727272727,11,100.0,8579.0,210,85.79,True,False,396,40.0,-2,220,45.98393628068719,BBB,2013J,268
195940,BBB_2014J,43.75,4,100.0,4435.0,201,44.35,False,True,333,25.0,-9,236,30.8111409929767,BBB,2014J,262
196132,EEE_2014J,80.5,4,100.0,7984.0,165,79.84,True,False,2335,109.0,-8,263,116.75619534394812,EEE,2014J,269
196189,CCC_2014J,79.875,8,191.0,14546.0,244,76.15706806282722,True,False,1067,86.0,-18,268,92.97354301952014,CCC,2014J,269
196266,DDD_2013B,46.5,2,9.5,477.5,25,50.26315789473684,True,False,176,18.0,-16,158,23.17614973257383,DDD,2013B,240
197240,BBB_2013J,88.0,10,82.0,6601.0,210,80.5,True,False,301,38.0,-10,242,43.71042701737487,BBB,2013J,268
197412,BBB_2013J,81.77777777777777,9,81.0,5958.0,210,73.55555555555556,True,False,659,46.0,10,259,52.49223983502047,BBB,2013J,268
197486,EEE_2013J,75.0,4,100.0,7512.0,157,75.12,True,False,2312,117.0,-11,253,124.74630066223143,EEE,2013J,268
197527,BBB_2014J,56.0,1,10.0,560.0,53,56.0,True,True,281,18.0,-9,92,23.641907070938114,BBB,2014J,262
197536,FFF_2014J,77.0,5,100.0,7600.0,198,76.0,True,False,1734,35.0,-15,269,42.45876269238096,FFF,2014J,269
197538,FFF_2014B,59.75,4,75.0,4075.0,136,54.333333333333336,True,False,369,32.0,7,174,37.91350300563827,FFF,2014B,241
197595,BBB_2013B,77.27272727272727,11,100.0,7525.0,189,75.25,True,False,1017,61.0,-7,233,67.92559519711047,BBB,2013B,240
197730,EEE_2014B,83.33333333333333,3,72.0,5980.0,125,83.05555555555556,True,False,1031,67.0,-9,228,73.9392539460415,EEE,2014B,241
197759,BBB_2013J,88.63636363636364,11,100.0,8939.0,210,89.39,True,False,1290,134.0,-4,267,141.16317239084665,BBB,2013J,268
198257,FFF_2013B,92.0,1,12.5,1150.0,18,92.0,True,True,259,12.0,-18,25,17.560681631015527,FFF,2013B,240
198339,BBB_2013J,80.0,1,5.0,400.0,8,80.0,True,True,141,15.0,-10,52,19.95582705760126,BBB,2013J,268
198470,DDD_2013B,58.8,5,25.5,1452.0,81,56.94117647058823,True,False,254,20.0,-6,79,25.541263545158426,DDD,2013B,240
198691,FFF_2013J,14.0,1,12.5,175.0,21,14.0,False,True,267,17.0,-16,49,22.590986980510856,FFF,2013J,268
198902,CCC_2014B,29.666666666666668,3,19.0,568.0,139,29.894736842105264,False,True,463,26.0,-16,144,32.139884552226256,CCC,2014B,241
198902,EEE_2014B,66.0,1,28.0,1848.0,128,66.0,True,True,380,28.0,-16,167,33.942799375126704,EEE,2014B,241
198956,BBB_2013B,91.1,10,82.0,7081.0,189,86.35365853658537,True,False,3046,114.0,-9,220,122.02191277898571,BBB,2013B,240
199009,FFF_2014J,78.2,5,100.0,7900.0,198,79.0,True,False,2497,106.0,-2,260,113.82324569068552,FFF,2014J,269
199029,BBB_2013J,94.63636363636364,11,100.0,9276.0,210,92.76,True,False,465,47.0,0,267,53.14418563412565,BBB,2013J,268
199244,FFF_2013B,74.6,5,100.0,7450.0,172,74.5,True,False,3380,104.0,-16,221,112.12592680270788,FFF,2013B,240
199261,CCC_2014J,60.666666666666664,3,18.0,1297.0,69,72.05555555555556,True,False,398,11.0,-18,93,16.988961416889865,CCC,2014J,269
199361,CCC_2014J,82.66666666666667,9,200.0,12711.0,244,63.555,True,False,1539,64.0,-18,246,71.33953769540767,CCC,2014J,269
199361,FFF_2013J,87.0,5,100.0,8725.0,173,87.25,True,False,4323,153.0,-17,266,161.37193617875909,FFF,2013J,268
199446,FFF_2013B,89.6,5,100.0,9050.0,165,90.5,True,False,2149,63.0,-13,233,70.67322312112171,FFF,2013B,240
199520,BBB_2013B,83.27272727272727,11,100.0,8033.0,189,80.33,True,False,1222,117.0,-4,230,124.10906213568717,BBB,2013B,240
199636,AAA_2014J,75.8,5,100.0,7380.0,214,73.8,True,False,1771,90.0,-20,264,97.47986413116503,AAA,2014J,269
199663,BBB_2013J,53.09090909090909,11,100.0,4658.0,210,46.58,False,True,387,38.0,-6,229,43.96100533962327,BBB,2013J,268
199760,CCC_2014J,49.0,9,200.0,8162.0,244,40.81,False,True,1231,33.0,-15,255,40.11639414409346,CCC,2014J,269
199782,DDD_2013B,15.0,1,7.5,112.5,17,15.0,False,True,359,23.0,-15,140,28.886104031450156,DDD,2013B,240
199897,AAA_2014J,69.4,5,100.0,6960.0,215,69.6,True,False,2097,134.0,5,269,141.64873978895625,AAA,2014J,269
200095,EEE_2013J,89.0,4,100.0,8804.0,159,88.04,True,False,6552,179.0,-9,268,187.7876782390395,EEE,2013J,268
200278,FFF_2013J,40.0,1,12.5,500.0,18,40.0,False,True,246,12.0,-18,26,17.50938833662798,FFF,2013J,268
200372,CCC_2014B,82.0,3,18.0,1468.0,69,81.55555555555556,True,False,343,33.0,-10,150,38.840641657373396,CCC,2014B,241
200372,CCC_2014J,77.0,2,11.0,994.0,29,90.36363636363636,True,False,77,14.0,-16,46,18.35670882668959,CCC,2014J,269
200588,DDD_2013B,17.333333333333332,3,19.5,411.0,57,21.076923076923077,False,True,338,26.0,-10,205,31.82600010738045,DDD,2013B,240
200773,FFF_2013B,51.8,5,100.0,4600.0,167,46.0,False,True,1968,65.0,-8,233,72.58528107863913,FFF,2013B,240
200804,AAA_2014J,66.0,5,100.0,6410.0,215,64.1,True,False,886,60.0,-23,241,66.78784498230958,AAA,2014J,269
200860,AAA_2013J,54.4,5,100.0,5080.0,217,50.8,True,False,483,81.0,-10,252,87.18208490671663,AAA,2013J,268
200905,BBB_2013B,58.72727272727273,11,100.0,4650.0,189,46.5,False,True,2394,84.0,-9,231,91.78113850984502,BBB,2013B,240
200957,DDD_2013B,37.0,1,2.0,74.0,25,37.0,False,True,26,7.0,-8,23,10.29583686600433,DDD,2013B,240
201151,DDD_2014B,80.71428571428571,7,200.0,16795.0,236,83.975,True,False,995,106.0,-15,233,112.9037472575846,DDD,2014B,241
201327,CCC_2014B,28.5,6,71.0,1842.0,209,25.943661971830984,False,True,1122,45.0,-15,212,52.02375895473844,CCC,2014B,241
201425,CCC_2014J,78.88888888888889,9,200.0,13896.0,244,69.48,True,False,1225,72.0,-18,243,79.11151211649616,CCC,2014J,269
201431,BBB_2014B,88.4,10,99.0,8661.0,200,87.48484848484848,True,False,283,38.0,1,233,43.64897423816121,BBB,2014B,234
202138,DDD_2014J,75.75,4,50.0,3650.0,107,73.0,True,False,331,36.0,-25,107,41.80513496891649,DDD,2014J,262
202394,BBB_2014B,86.54545454545455,11,100.0,8040.0,200,80.4,True,False,1027,89.0,-5,233,95.93537044601511,BBB,2014B,234
202487,FFF_2013B,86.8,5,100.0,8750.0,160,87.5,True,False,2582,105.0,-18,228,112.85670679309584,FFF,2013B,240
202489,DDD_2013J,45.0,1,10.0,450.0,25,45.0,False,True,495,29.0,-18,56,35.20657592672493,DDD,2013J,261
202489,DDD_2014J,71.66666666666667,3,25.0,1750.0,62,70.0,True,False,556,33.0,-25,84,39.322565239927286,DDD,2014J,262
202506,DDD_2013B,60.0,3,12.5,608.5,88,48.68,False,True,126,16.0,-13,197,20.84418708645859,DDD,2013B,240
202606,EEE_2014J,98.25,4,100.0,9828.0,164,98.28,True,False,2652,160.0,-18,268,167.88344635413773,EEE,2014J,269
202635,AAA_2013J,66.66666666666667,3,50.0,3320.0,131,66.4,True,False,1407,47.0,-10,143,54.24992553671799,AAA,2013J,268
202677,EEE_2013J,70.25,4,100.0,6956.0,159,69.56,True,False,2053,120.0,-11,263,127.62754439048851,EEE,2013J,268
202879,BBB_2013J,64.0,1,5.0,320.0,20,64.0,True,True,107,12.0,-6,29,16.68213122712422,BBB,2013J,268
203050,FFF_2013B,69.6,5,100.0,7000.0,165,70.0,True,False,4148,169.0,-18,235,177.33062262033286,FFF,2013B,240
203066,DDD_2013J,67.57142857142857,7,200.0,13012.5,243,65.0625,True,False,1118,105.0,-18,261,112.02019070831193,DDD,2013J,261
203108,BBB_2013B,83.6,5,43.0,3019.0,95,70.20930232558139,True,False,111,11.0,9,81,15.718498871295093,BBB,2013B,240
203149,DDD_2014J,59.25,4,50.0,2805.0,111,56.1,True,False,310,32.0,-10,146,37.73979291217923,DDD,2014J,262
203481,BBB_2013B,78.45454545454545,11,100.0,7027.0,189,70.27,True,False,1051,63.0,-9,227,69.95844839329766,BBB,2013B,240
203568,FFF_2014B,68.25,4,75.0,4975.0,128,66.33333333333333,True,False,2439,58.0,-17,158,65.79975331828724,FFF,2014B,241
203640,BBB_2013J,80.36363636363636,11,100.0,6593.0,210,65.93,True,False,156,25.0,18,261,30.056245805348308,BBB,2013J,268
203707,FFF_2013B,60.8,5,100.0,5675.0,174,56.75,True,False,3247,96.0,-18,221,104.08579470128157,FFF,2013B,240
204117,FFF_2014J,88.0,2,25.0,2200.0,57,88.0,True,False,1201,42.0,-18,61,49.09174211509515,FFF,2014J,269
204182,DDD_2013J,53.142857142857146,7,200.0,10965.0,242,54.825,True,False,937,96.0,-13,237,102.84374994900622,DDD,2013J,261
204410,DDD_2014J,86.57142857142857,7,200.0,17125.0,242,85.625,True,False,3177,237.0,-25,257,245.06400734709666,DDD,2014J,262
204505,DDD_2013J,64.14285714285714,7,200.0,13187.5,242,65.9375,True,False,8226,98.0,-18,256,107.01517670716893,DDD,2013J,261
204609,DDD_2014J,83.71428571428571,7,200.0,15675.0,243,78.375,True,False,1181,124.0,-15,238,131.07496319796604,DDD,2014J,262
204725,CCC_2014B,57.666666666666664,9,200.0,11855.0,230,59.275,True,False,2011,149.0,-18,240,156.60688453121963,CCC,2014B,241
204746,BBB_2013B,80.63636363636364,11,100.0,7132.0,189,71.32,True,False,382,49.0,-8,226,54.94803498918065,BBB,2013B,240
204996,DDD_2013B,91.64285714285714,14,200.0,15449.0,231,77.245,True,False,1013,84.0,-13,227,90.92165818415113,DDD,2013B,240
205350,AAA_2013J,72.2,5,100.0,7220.0,215,72.2,True,False,1571,126.0,-10,268,133.36010397298915,AAA,2013J,268
205398,CCC_2014B,74.0,2,11.0,912.0,30,82.9090909090909,True,False,1319,35.0,-16,94,42.18538701558042,CCC,2014B,241
