id_student,course_key,total_clicks,active_days,first_activity_day,last_activity_day,engagement_score
481314,CCC_2014J,1455,122,-18,266,129.28344822875664
481314,FFF_2013J,6543,195,-18,253,203.78630387828258
481350,CCC_2014J,1889,70,-12,195,77.5443321080537
481350,DDD_2013B,2827,139,-10,227,146.94732502701646
481367,FFF_2013B,999,43,-18,94,49.90775527898214
481404,GGG_2013J,378,39,-3,240,44.937536205082424
481453,FFF_2013B,4299,63,-16,228,71.36637030168166
481538,DDD_2013J,976,101,-16,233,107.88448665204278
481549,DDD_2013B,1993,124,-16,236,131.59789795052177
481580,BBB_2013B,1585,129,-9,227,136.3689704021948
481593,BBB_2014J,1706,70,-9,236,77.44249272279444
481607,BBB_2013B,1830,72,-9,233,79.51261754467451
481618,CCC_2014J,58,10,-11,17,14.077537443905719
481618,EEE_2014B,2693,106,-18,239,113.89878235697032
481667,DDD_2013J,504,44,0,234,50.22455842927536
481717,FFF_2014J,4742,207,-5,269,215.4644251258776
481762,GGG_2014B,428,34,52,234,40.061456918928016
481772,GGG_2013J,76,10,-15,145,14.343805421853684
481787,EEE_2014J,1044,98,-17,269,104.95177216439892
481790,BBB_2014J,434,34,-9,237,40.075346031088685
481863,DDD_2013J,206,17,-3,43,22.332718793265368
481863,DDD_2014B,837,70,-10,228,76.73101810048209
481884,EEE_2014J,581,26,22,232,32.36647044773144
481947,BBB_2014B,64,7,-3,24,11.174387269895636
482012,EEE_2013J,851,57,-7,252,63.747586526829316
482030,EEE_2014J,1287,84,-18,252,91.16084590666429
482071,FFF_2013B,2143,60,-18,232,67.67042852219069
482083,DDD_2013J,5436,239,-12,259,247.6009827171459
482117,DDD_2013B,163,12,-16,18,17.0998664278242
482145,CCC_2014J,407,42,-2,245,48.01126717440416
482173,DDD_2013J,818,49,-18,122,55.708084083853066
482173,DDD_2014J,475,42,-25,245,48.16541785423142
482187,FFF_2013B,4797,125,-16,234,133.47595444339964
482264,FFF_2013B,938,53,0,128,59.844815479208265
482268,FFF_2013B,6,5,-10,77,6.9459101490553135
482275,FFF_2013B,308,17,-4,80,22.733341276897747
482280,CCC_2014B,2283,125,-18,240,132.7336835707759
482356,BBB_2013J,466,52,-7,236,58.146329257668896
482406,EEE_2013J,769,42,0,258,48.64639051484773
482445,FFF_2014B,43,2,0,12,5.7841896339182615
482467,BBB_2013B,191,26,5,232,31.257495372027783
482513,FFF_2013B,5813,174,-10,240,182.66802408111883
482556,BBB_2013J,72,5,-10,-1,9.290459441148391
482580,FFF_2013J,30,7,-4,19,10.433987204485145
482635,DDD_2013J,73,2,-3,27,6.30406509320417
482644,FFF_2014J,3167,133,-8,263,141.06085575293432
482677,GGG_2014B,566,32,45,213,38.34035930372775
482680,BBB_2013J,296,42,-8,243,47.6937321388027
482710,BBB_2013B,819,65,-8,236,71.7093043402583
482726,EEE_2013J,4034,110,-11,248,118.30276158070404
482745,CCC_2014B,886,39,-17,228,45.78784498230958
482751,CCC_2014J,91,7,0,22,11.52178857704904
482766,BBB_2013B,275,27,-1,226,32.62040086571715
482810,BBB_2013J,160,17,4,267,22.081404364984465
482843,FFF_2014B,9177,215,-18,238,224.1245645949548
482856,DDD_2013B,1525,129,-11,238,136.3304052118444
482868,CCC_2014J,164,12,-18,22,17.10594547390058
482868,DDD_2013J,1364,112,-18,236,119.21890970761906
482938,CCC_2014J,361,18,-11,25,23.89164421182577
482945,BBB_2013B,307,14,11,96,19.730099782973575
483031,BBB_2014B,489,61,-9,220,67.19440539110467
483037,FFF_2014J,3709,163,-18,258,171.2187871556015
483064,BBB_2013B,2001,126,-6,238,133.60190195987516
483074,BBB_2013B,1083,89,0,228,95.98841318199959
483108,CCC_2014B,264,19,-18,38,24.57972982598622
483108,CCC_2014J,730,34,-18,208,40.59441345974978
483108,EEE_2013J,2007,130,-11,268,137.60489448081162
483109,BBB_2013B,888,64,-8,235,70.79009723551391
483123,GGG_2013J,46,4,-15,61,7.850147601710058
483131,EEE_2014J,955,76,-18,244,82.8627579130514
483136,DDD_2014J,312,37,-15,240,42.74620319054015
483149,DDD_2014J,1127,83,-25,261,90.02820143205801
483179,FFF_2013B,84,10,-14,56,14.442651256490317
483200,DDD_2014J,2094,141,-21,258,148.64730883235623
483243,BBB_2013B,1186,163,-9,234,170.07918439460965
483267,CCC_2014B,217,16,-14,44,21.38449506278909
483275,CCC_2014B,340,35,-1,228,40.831882477283514
483275,DDD_2013B,183,32,-11,170,37.214935757608984
483309,BBB_2013B,13,4,-9,39,6.639057329615259
483315,BBB_2014J,1317,54,-8,259,61.183870715062454
483339,BBB_2013J,3,1,-10,-10,2.386294361119891
483362,DDD_2013J,1077,95,-11,234,101.98286275146894
483371,BBB_2013B,977,100,-9,165,106.88550967003482
483389,FFF_2014B,4914,112,-18,241,120.50004703258126
483411,BBB_2013B,449,27,2,194,33.10924758276437
483468,BBB_2014B,566,69,-2,230,75.34035930372775
483470,DDD_2013B,73,7,-16,53,11.30406509320417
483479,BBB_2013B,255,22,-8,32,27.545177444479563
483485,BBB_2014B,345,38,-9,200,43.84643877505773
483508,BBB_2014J,736,31,12,237,37.602587892189334
483543,CCC_2014J,1105,91,-18,252,98.00850518208227
483582,GGG_2014B,141,21,0,135,25.95582705760126
483620,FFF_2013B,6060,131,9,240,139.70963008195127
483626,FFF_2013J,750,25,-17,233,31.621405651764135
483646,BBB_2013J,345,25,-5,208,30.846438775057724
483656,FFF_2014J,683,39,-18,82,45.52795791762255
483666,CCC_2014B,41,4,-7,1,7.737669618283368
483666,CCC_2014J,448,27,-14,53,33.107022887742254
483674,BBB_2014J,72,3,-5,130,7.290459441148391
483703,BBB_2013J,335,35,-10,91,40.817111159963204
483706,EEE_2013J,8765,226,-11,268,235.07863588097877
483724,FFF_2013J,1252,45,-18,91,52.13329595489607
483743,FFF_2013B,34,4,-12,23,7.555348061489413
483744,BBB_2013J,489,66,-10,163,72.19440539110467
483793,CCC_2014J,328,18,-2,74,23.79605775076537
483800,AAA_2014J,1327,91,-24,267,98.19142933003639
483818,DDD_2013B,1470,124,-12,240,131.29369772060144
483858,CCC_2014J,1001,70,-13,258,76.90975328164481
483858,EEE_2014J,1824,86,-13,258,93.50933526601659
483869,DDD_2013B,1365,77,-16,232,84.21964204013074
483872,FFF_2013B,2977,115,-5,222,122.99900721324396
483876,BBB_2013J,401,40,-10,262,45.99645208861902
483921,BBB_2014B,438,26,-9,53,32.08449941307517
483934,DDD_2013J,254,26,-6,251,31.541263545158426
483952,BBB_2013B,562,93,-8,240,99.33327962813969
483959,GGG_2013J,217,36,-10,241,41.384495062789085
483975,FFF_2014B,892,53,-16,240,59.7945865808765
483997,FFF_2013B,3031,81,-16,221,89.01697774676227
484010,FFF_2014J,1851,91,-17,242,98.52402141520612
484039,BBB_2013B,335,19,-5,163,24.817111159963204
484075,FFF_2014B,2676,118,-12,241,125.89245204352035
484125,FFF_2013J,1252,33,0,98,40.13329595489607
484130,DDD_2014B,289,21,-10,127,26.669880922980518
484130,DDD_2014J,330,18,-10,239,23.802118375377063
484135,BBB_2013B,46,5,-9,30,8.85014760171006
484135,BBB_2013J,189,24,-5,241,29.247024072160485
484161,BBB_2013B,30,1,18,18,4.433987204485146
484165,FFF_2013B,316,21,-18,96,26.75890177387728
484174,CCC_2014B,538,36,-9,207,42.289715570908996
484213,DDD_2014B,803,57,3,234,63.68959926917897
484223,CCC_2014J,848,65,-17,241,71.74405918631135
484223,FFF_2014B,6539,154,-15,236,162.78569244445126
484242,FFF_2013B,680,59,-16,139,65.52356230614951
484242,FFF_2013J,102,17,-16,131,21.634728988229636
484252,BBB_2014J,1887,54,-9,259,61.54327334670545
484266,DDD_2013B,292,28,-4,103,33.68017260901707
484301,BBB_2013J,710,82,8,249,88.56667242980325
484305,CCC_2014B,192,10,-18,9,15.262690188904886
484305,DDD_2014B,50,8,-18,9,11.931825632724326
484312,FFF_2013J,72,4,-18,50,8.290459441148391
484355,DDD_2013J,447,31,-4,109,37.104793232414984
484412,BBB_2013J,2025,140,-10,268,147.61381868480862
484423,DDD_2013J,995,79,-17,253,85.9037472575846
484435,CCC_2014J,268,29,-4,253,34.59471137960184
484436,DDD_2013J,2146,122,-7,247,129.6718267978788
484458,FFF_2013B,6702,180,-18,233,188.81031046635795
484464,CCC_2014B,1312,80,-2,237,87.1800698743028
484475,FFF_2013J,155,12,-17,92,17.049856007249538
484490,BBB_2014J,2220,109,-8,239,116.70571282389443
484494,FFF_2014J,231,16,-8,24,21.44673737166631
484550,BBB_2014J,73,8,-5,23,12.30406509320417
484556,FFF_2013B,2787,89,-1,234,96.93307977188041
484574,FFF_2013J,2763,78,-4,154,85.92443418488756
484594,FFF_2014J,8900,225,-18,263,234.09391890895893
484675,FFF_2014B,1241,63,12,187,70.12447826249343
484754,DDD_2013B,16,1,-6,-6,3.833213344056216
484762,DDD_2014B,1457,77,-9,232,84.2848209125686
484768,BBB_2013B,389,52,0,225,57.966146739123694
484780,FFF_2013B,1400,66,4,221,73.244941546337
484787,CCC_2014B,119,3,-18,-5,7.787491742782046
484787,CCC_2014J,87,6,0,21,10.477336814478207
484790,FFF_2013B,1515,48,-12,240,55.32383056620232
484816,DDD_2013B,387,24,-15,151,29.961005339623274
484885,BBB_2013B,1296,116,-7,240,123.16780918431644
484897,AAA_2014J,685,67,-24,263,73.53087762772589
484933,BBB_2013B,537,67,2,224,73.28785856016178
484947,FFF_2013B,5252,148,-16,236,156.56655462095395
484983,BBB_2014B,3085,74,-7,159,82.0346310329231
484999,DDD_2013B,227,24,-16,41,29.42934562895444
484999,DDD_2013J,57,5,-18,82,9.060443010546418
485006,BBB_2013J,1597,123,-10,267,130.37650812632623
485180,BBB_2014B,605,76,-8,215,82.40687998606931
485195,DDD_2013J,1357,147,-14,234,154.21376830811863
485219,DDD_2014B,165,21,-10,116,26.111987788356544
485228,FFF_2014J,3615,113,-18,269,121.19312372151207
485262,BBB_2014B,6684,179,-9,221,187.80762148953605
485282,DDD_2014J,1086,77,-25,240,83.99117688712121
485306,DDD_2014B,41,3,3,11,6.737669618283368
485312,CCC_2014B,2099,100,-18,241,107.64969262371152
485312,FFF_2014B,2822,111,-18,241,118.94555542825348
485374,CCC_2014B,1201,67,-17,228,74.09174211509516
485374,EEE_2013J,1420,78,-11,236,85.2591161280971
485399,BBB_2013B,222,14,6,193,19.40717177146012
485421,DDD_2014J,438,67,-25,257,73.08449941307518
485439,BBB_2013J,125,8,2,89,12.836281906951477
485439,BBB_2014J,183,17,-9,70,22.214935757608984
485448,GGG_2014B,173,11,-2,221,16.15905529921453
485464,DDD_2013B,801,70,-12,226,76.68710860786652
485506,DDD_2013J,2142,121,-18,255,128.66996199547359
485519,DDD_2013B,65,6,-15,17,10.189654742026425
485519,DDD_2013J,599,62,-18,234,68.39692965521614
485528,FFF_2013B,4709,226,-18,216,234.45744318701045
485534,BBB_2013J,930,119,-10,257,125.83625927727707
485544,FFF_2013B,2481,91,-11,222,98.81681996576455
485568,BBB_2013B,152,11,-6,17,16.030437921392434
485582,EEE_2013J,2131,89,-6,248,96.66481578528574
485594,CCC_2014B,138,11,-15,26,15.934473933130691
485594,DDD_2013J,690,67,-18,257,73.53813982376766
485604,CCC_2014B,3286,150,-18,241,158.09773057366422
485612,DDD_2014J,131,17,-24,19,21.88280192258637
485630,BBB_2013B,718,49,-7,231,55.57786135772105
485671,FFF_2013J,4970,181,-18,264,189.51137630609466
485675,BBB_2014B,259,15,-8,193,20.560681631015527
485734,DDD_2013J,1362,63,-7,233,70.21744343169654
485762,BBB_2013J,404,50,-5,256,56.00388706710654
485766,DDD_2013B,1336,106,-16,227,113.19818357710194
485768,FFF_2013B,2719,98,-9,221,105.90838715929004
485772,BBB_2013J,619,98,-10,267,104.42971947803913
485780,FFF_2014B,3108,105,-13,241,113.04205641005875
485782,BBB_2013B,1,1,22,22,1.6931471805599454
485791,DDD_2013J,1327,97,-13,260,104.19142933003639
485853,BBB_2014J,32,4,-6,17,7.49650756146648
485885,FFF_2013J,3181,142,-17,261,150.06526520889773
485898,EEE_2013J,3358,147,-11,262,155.1193985896123
485909,EEE_2013J,657,58,-11,235,64.48920493132532
485920,CCC_2014J,309,32,-18,171,37.73657229747919
485920,EEE_2014B,1452,84,-17,230,91.28138566357028
485944,CCC_2014B,625,35,-18,137,41.4393503711001
485962,AAA_2014J,984,94,-24,268,100.89264164117209
485980,BBB_2014B,962,102,-9,226,108.87005341179812
486004,BBB_2013J,305,21,0,259,26.72358510195238
486007,FFF_2013B,1776,72,-14,238,79.48268182815465
486022,DDD_2014B,1339,112,-16,235,119.20042489294495
486087,FFF_2014J,2489,96,-17,260,103.82003798945875
486099,BBB_2013B,979,69,-5,234,75.88755257166461
486145,FFF_2013B,359,16,11,96,21.886104031450156
486244,DDD_2014J,223,12,-5,13,17.41164605185504
486279,GGG_2014B,276,32,2,241,37.624017506187336
486282,BBB_2013B,256,15,1,157,20.54907608489522
486287,DDD_2014J,2611,215,-21,262,222.8678714903963
486300,CCC_2014J,52,3,18,32,6.970291913552122
486378,CCC_2014B,70,13,-18,31,17.262679877041315
486391,BBB_2013B,1176,85,-9,240,92.07072410726028
486457,BBB_2013J,248,33,-10,266,38.517452896464704
486511,FFF_2013J,2425,92,-18,240,99.793999089504
486516,BBB_2014J,401,21,-1,212,26.996452088619023
486521,BBB_2013B,344,16,10,240,21.84354441703136
486533,DDD_2013J,2647,135,-18,261,142.8815599170569
486545,EEE_2013J,1199,44,1,234,51.09007683577609
486551,FFF_2013J,1116,35,3,266,42.0184017990692
486650,BBB_2013B,24,2,-3,10,5.218875824868201
486656,BBB_2013B,708,54,4,236,60.56385552653213
486737,CCC_2014B,1053,35,-18,19,41.96034772910131
486777,DDD_2013J,56,7,-16,18,11.04305126783455
486836,EEE_2014B,1227,79,-17,225,86.11314210870708
486877,CCC_2014J,210,19,-17,32,24.351858133476068
486877,DDD_2013J,1325,110,-16,240,117.1899221707458
486890,DDD_2013J,633,50,-11,254,56.452048954437224
486948,FFF_2013J,485,18,-18,142,24.186208623900495
486964,EEE_2013J,199,16,-7,261,21.298317366548037
486964,FFF_2014J,1097,55,-11,268,62.001245622069476
486994,BBB_2014B,2332,163,-9,229,170.75491027202142
487002,BBB_2014B,1320,84,-9,230,91.18614430452233
487002,FFF_2013J,181,7,-18,0,12.204006687076795
487168,FFF_2013B,1974,84,-18,221,91.58832367733523
487168,FFF_2014B,1240,52,-12,228,59.123672785204604
487214,BBB_2013J,359,35,5,236,40.88610403145016
487239,EEE_2014B,2029,124,-15,241,131.61579107203585
487247,DDD_2013B,841,47,-15,78,53.73578001424232
487267,DDD_2013B,525,33,-16,41,39.26530121273771
487271,FFF_2013B,285,31,-18,202,36.655991810819856
487278,GGG_2014B,321,29,20,221,34.77455154554441
487293,DDD_2013J,729,62,-13,255,68.59304453414244
487314,CCC_2014J,831,85,-16,256,91.72383244082121
487314,FFF_2014B,3170,138,-17,229,146.06180227453834
487329,BBB_2013B,224,26,-5,227,31.41610040220442
487371,BBB_2013J,402,59,-1,240,64.99893656194668
487494,CCC_2014B,11,4,-11,3,6.484906649788
487494,EEE_2014B,260,8,-11,28,13.564520407322693
487543,BBB_2014B,489,64,-9,183,70.19440539110467
487556,DDD_2013J,929,49,-17,141,55.8351845861473
487556,DDD_2014J,816,70,1,240,76.70563909486
487570,CCC_2014J,172,15,-16,51,20.15329159449778
487588,EEE_2013J,4304,155,-11,265,163.36753241686182
487607,DDD_2014J,408,36,-25,262,42.0137151560428
487621,EEE_2013J,1168,50,-4,236,57.063903961472064
487629,CCC_2014B,1152,76,-5,241,83.05012252026906
487636,FFF_2013B,1837,41,-5,220,48.51643330291563
487646,BBB_2013B,402,56,14,236,61.998936561946685
487681,BBB_2013J,917,94,-9,268,100.82219739062049
487711,DDD_2013B,1905,111,-9,227,118.55276208421415
488136,FFF_2013J,196,18,-11,102,23.283203728737988
488176,BBB_2013J,16,1,-4,-4,3.833213344056216
488185,BBB_2013B,88,9,0,31,13.48863636973214
488195,BBB_2013J,530,40,-10,240,46.27476202124194
488198,DDD_2013J,1,1,-10,-10,1.6931471805599454
488324,FFF_2013J,236,16,-13,32,21.468060141135133
488364,BBB_2013B,715,14,-8,17,20.573680166960646
488386,FFF_2013B,844,38,-15,85,44.739336627357176
488386,FFF_2014B,3150,147,-8,236,155.05547514175728
488394,FFF_2013J,8840,179,-18,260,188.0871552714058
488425,BBB_2013B,3110,127,-9,127,135.04269949689763
488427,BBB_2013J,1300,96,-10,242,103.17088847851251
488431,CCC_2014B,860,31,-16,241,37.75809450442773
488445,GGG_2014B,331,20,-4,221,25.805134968916487
488477,BBB_2013B,217,14,-8,64,19.38449506278909
488524,FFF_2014B,3268,109,-15,239,117.09223940672422
488525,FFF_2014J,2027,75,-18,260,82.61480536471107
488550,DDD_2013J,206,21,-18,52,26.332718793265368
488550,DDD_2014B,44,13,-16,7,16.806662489770318
488575,DDD_2013J,695,59,-18,118,65.54534966033442
488575,DDD_2014J,416,40,-25,183,46.033086221798804
488675,FFF_2013B,2772,104,-13,233,111.92768504561577
488680,DDD_2013J,1985,116,-15,255,123.59387784460512
488694,DDD_2013B,87,1,5,5,5.477336814478207
488755,CCC_2014J,144,11,-5,33,15.976733742420574
488758,FFF_2014B,132,10,24,215,14.890349128221754
488853,GGG_2013J,32,6,-5,23,9.49650756146648
488863,BBB_2013B,427,41,3,225,47.0591231955818
488941,DDD_2014J,1627,107,-12,260,114.39510754656249
488968,FFF_2013B,9788,244,-18,240,253.18901458526142
488990,AAA_2014J,703,51,-24,255,57.55677835615804
489048,FFF_2014J,58,2,2,11,6.07753744390572
489084,DDD_2013J,284,19,-18,69,24.652489180268653
489087,FFF_2013J,7143,231,-18,266,239.87402812255633
489137,FFF_2014B,2697,108,-5,237,115.9002660367677
489146,FFF_2013J,1113,57,-18,169,64.01571242048723
489198,BBB_2014B,138,9,-9,48,13.934473933130691
489209,DDD_2013J,1528,94,-18,239,101.33236920592907
489222,GGG_2013J,1170,56,-11,236,63.06561336359772
489251,BBB_2013B,1211,54,-3,229,61.10002716662926
489291,DDD_2013B,753,69,-16,215,75.62539236800795
489309,CCC_2014B,581,12,-17,-5,18.366470447731437
489313,DDD_2013B,60,4,21,25,8.11087386417331
489320,BBB_2013J,150,15,-9,169,20.017279836814925
489410,DDD_2013J,658,54,-18,237,60.49072353450251
489443,FFF_2013B,1551,39,-4,222,46.347299700743164
489455,AAA_2013J,2766,131,-10,256,138.92551897978691
489493,FFF_2014J,140,8,-16,4,12.948759890378168
489507,DDD_2014B,433,47,-16,226,53.073044534100404
489553,FFF_2014J,1028,49,-18,241,55.936342735834046
489560,FFF_2013J,1856,76,-16,250,83.52671756135271
489624,GGG_2013J,788,44,-15,229,50.67076632084587
489889,BBB_2013J,218,25,-10,207,30.3890717298165
489929,CCC_2014B,1964,110,-18,228,117.58324752430336
489990,DDD_2013J,371,37,-1,234,42.91889385427314
490024,CCC_2014B,1212,81,-16,241,88.10085190894405
490081,CCC_2014B,1622,48,-4,233,55.39203156751459
490081,EEE_2013J,948,51,2,263,57.85540879860993
490082,FFF_2013B,3182,160,-18,221,168.0655794272821
490110,BBB_2013B,6,1,3,3,2.9459101490553135
490152,BBB_2013B,1041,29,8,80,35.94889722231331
490154,FFF_2014B,871,59,-11,223,65.77078942390898
490164,DDD_2013J,31,6,-18,36,9.465735902799727
490164,DDD_2014B,32,5,6,25,8.49650756146648
490195,FFF_2013B,4477,153,-18,223,161.4069317971587
490282,CCC_2014B,1131,73,-5,239,80.03174125876313
490284,FFF_2013B,2554,53,-16,191,60.845807502637804
490297,CCC_2014B,188,14,-9,43,19.241747015059644
490297,DDD_2013J,447,44,-18,121,50.104793232414984
490297,FFF_2014J,183,8,-12,59,13.214935757608986
490299,BBB_2014J,45,6,-8,13,9.828641396489095
490313,CCC_2014J,416,48,-18,212,54.033086221798804
490327,EEE_2013J,19,4,2,31,6.99573227355399
490391,BBB_2014B,324,37,-6,219,42.783825182329736
490394,CCC_2014J,408,41,-16,268,47.0137151560428
490443,CCC_2014J,1,1,13,13,1.6931471805599454
490443,EEE_2014J,309,20,-5,68,25.736572297479192
490449,FFF_2013J,2208,61,-18,263,68.70029520342011
490500,BBB_2013J,65,6,7,28,10.189654742026425
490505,FFF_2013J,5877,168,-18,256,176.67897184697887
490514,BBB_2013B,346,35,-9,240,40.84932477994686
490530,DDD_2013J,84,13,-17,58,17.442651256490315
490587,CCC_2014B,380,19,-9,49,24.9427993751267
490587,EEE_2014B,296,17,-9,49,22.6937321388027
490629,DDD_2014J,708,175,-25,251,181.56385552653214
490662,CCC_2014B,302,19,2,85,24.71373280550937
490662,EEE_2014B,299,18,2,85,23.7037824746562
490665,CCC_2014B,45,6,-15,18,9.828641396489095
490677,BBB_2013J,733,73,-9,242,79.59850902861452
490738,DDD_2013J,128,19,2,123,23.859812404361673
490768,CCC_2014B,293,19,-5,37,24.68357976733868
490768,EEE_2013J,3149,137,-11,245,145.0551577318197
490769,CCC_2014B,819,58,-10,172,64.7093043402583
490894,BBB_2013J,722,46,6,174,52.583409222158764
491004,FFF_2013B,4063,137,-16,240,145.30992298925833
491011,FFF_2013J,1841,16,-17,11,23.51860721681525
491011,FFF_2014B,4114,140,-18,240,148.32239411311116
491033,CCC_2014J,102,8,-8,12,12.634728988229636
491036,DDD_2014B,601,74,-12,240,80.40025744530882
491077,FFF_2014J,561,63,-18,88,69.3315018498937
491081,DDD_2013J,1556,112,-18,260,119.350516171834
491097,BBB_2013J,50,13,21,125,16.931825632724326
491106,DDD_2013B,945,69,-16,229,75.85224256905188
491108,DDD_2013B,1269,131,-13,227,138.14677217945263
491110,DDD_2013J,692,40,-18,53,46.5410299991899
491126,FFF_2014J,3058,151,-13,269,159.0258433441509
491170,CCC_2014B,369,30,-18,136,35.91350300563827
491170,EEE_2014J,1022,64,-18,269,70.93049476595162
491232,CCC_2014B,33,9,-17,32,12.526360524616162
491279,BBB_2013J,2779,127,-8,251,134.9302062066847
491387,BBB_2014J,1255,59,-6,247,66.13568734702814
491474,GGG_2014B,249,42,-7,160,47.52146091786224
491486,FFF_2014B,751,32,-18,73,38.62273632394984
491503,FFF_2013B,1099,37,-15,106,44.00306545878646
491548,FFF_2014B,296,10,-18,27,15.6937321388027
491570,EEE_2014B,121,7,-14,0,11.804021044733258
491578,EEE_2013J,940,36,-4,234,42.84694313958538
491606,FFF_2013J,2685,150,-18,236,157.89580837708317
491636,FFF_2013B,4884,142,-18,239,150.49392456447688
491664,EEE_2014J,524,34,-18,235,40.26339826259162
491688,DDD_2014J,73,4,-25,19,8.30406509320417
491688,FFF_2013J,133,5,-18,-11,9.897839799950912
491693,DDD_2013B,487,43,-10,91,49.19031540585315
491742,CCC_2014B,160,11,-11,38,16.081404364984465
491756,FFF_2013J,90,19,-18,163,23.51085950651685
491756,FFF_2014J,446,48,2,184,54.10255859461357
491757,DDD_2013B,1372,65,-15,79,72.22475340576797
491771,EEE_2013J,1061,50,-4,237,56.96790920180189
491843,CCC_2014B,207,12,0,113,17.337538079701318
491863,FFF_2014J,1714,66,-18,257,73.44716835960004
491874,DDD_2013J,709,36,-17,100,42.56526497003536
491875,DDD_2013J,399,23,-18,38,28.99146454710798
491885,DDD_2013B,72,6,-15,-8,10.290459441148391
491907,BBB_2013J,64,12,-4,59,16.174387269895636
491914,DDD_2013B,769,82,25,227,88.64639051484772
491926,CCC_2014J,486,29,-18,23,35.18826412308259
491926,DDD_2013J,3043,195,-18,251,203.02092771898157
491959,FFF_2014J,630,21,-18,126,27.447305862541214
491966,BBB_2013J,127,14,94,261,18.852030263919616
492020,CCC_2014J,101,10,-5,69,14.62497281328427
492024,FFF_2014J,2994,64,2,257,72.00469951054956
492088,FFF_2014B,3668,124,-7,237,132.20767442435528
492095,DDD_2014B,845,90,-3,235,96.74051935960622
492153,BBB_2013J,1309,107,-7,256,114.1777824161952
492177,DDD_2013B,629,48,-11,139,54.44571981938558
492182,BBB_2013B,438,52,-8,235,58.08449941307517
492240,BBB_2013B,1390,80,-8,240,87.23777819192344
492247,BBB_2013J,25,2,138,200,5.258096538021482
492286,BBB_2013J,398,45,-4,246,50.988961416889865
492357,CCC_2014B,2112,92,-18,102,99.65586401761605
492357,CCC_2014J,2558,173,-18,268,180.8473718361598
492371,DDD_2013B,951,103,-4,227,109.85856503479137
492403,EEE_2014B,1156,49,-17,241,56.05358572719368
492478,BBB_2013J,573,30,-8,106,36.352629396319564
492480,DDD_2014J,389,60,-25,224,65.96614673912369
492496,DDD_2014J,1215,140,-18,259,147.1033220625261
492537,CCC_2014J,62,14,-15,137,18.143134726391533
492537,DDD_2014B,530,44,8,229,50.27476202124194
492552,DDD_2013J,113,19,-18,58,23.736198448394497
492557,FFF_2013J,2016,101,-18,236,108.60936653795422
492557,FFF_2014J,119,21,-18,41,25.787491742782045
492579,BBB_2014J,225,15,-9,34,20.420534999272284
492590,BBB_2013B,349,29,-9,121,34.85793315448346
492592,BBB_2014J,661,48,-9,236,54.49526555593701
492613,CCC_2014J,175,13,-16,106,18.17048399503815
492613,DDD_2013B,1032,83,-13,236,89.94022246911963
492635,DDD_2013J,912,78,-18,235,84.81673588059496
492676,BBB_2014J,229,29,1,237,34.43807930892319
492726,BBB_2013J,366,68,-5,227,73.90536184805457
492740,DDD_2013J,1183,111,-18,258,118.07665381544395
492851,FFF_2013J,2155,86,-11,253,93.67600993202889
492895,BBB_2014B,1732,57,-9,97,64.4576092897156
492900,CCC_2014B,363,36,-5,229,41.89715386763674
492909,GGG_2014B,478,28,3,222,34.17170059741092
492928,BBB_2014B,76,9,-4,193,13.343805421853684
492946,BBB_2013B,400,41,-9,198,46.99396142730657
492979,BBB_2014J,227,17,-9,253,22.42934562895444
492993,DDD_2013B,187,14,-3,116,19.23644196282995
493055,DDD_2014B,561,28,-18,11,34.33150184989369
493147,DDD_2013J,11,2,-16,-1,4.484906649788
493186,BBB_2013B,647,81,-9,235,87.47389069635227
493207,DDD_2013J,333,29,-18,93,34.8111409929767
493207,DDD_2014J,785,86,-25,242,92.6669567924292
493296,DDD_2014B,488,38,-15,154,44.192362489474874
493377,BBB_2013B,118,8,2,53,12.77912349311153
493404,DDD_2013J,1216,91,-15,252,98.10414409298753
493416,CCC_2014J,650,56,-18,268,62.47850964220857
493434,DDD_2014B,420,32,-15,97,38.04263283368238
493434,DDD_2014J,5,2,-24,145,3.791759469228055
493443,BBB_2014J,936,49,-8,249,55.842683282238426
493451,BBB_2013B,264,16,2,103,21.57972982598622
493453,BBB_2013J,274,25,6,212,30.61677109766657
493460,BBB_2014J,3804,89,-9,254,97.24407127029579
493465,BBB_2013J,544,63,-2,263,69.30078579466324
493515,BBB_2013B,655,54,0,233,60.48616078894409
493539,FFF_2013J,4611,127,-16,241,135.43641688138894
493559,BBB_2014B,207,22,4,220,27.337538079701318
493609,BBB_2014J,79,3,0,25,7.382026634673881
493650,DDD_2014J,152,18,-25,73,23.030437921392434
493725,DDD_2013J,667,47,-18,121,53.504288173536644
493760,FFF_2014B,1901,80,-10,227,87.55066124310534
493763,BBB_2014J,75,16,1,111,20.33073334028633
493763,GGG_2013J,694,33,-1,237,39.54391184556479
493773,BBB_2013B,104,16,-6,210,20.653960350157522
493793,FFF_2014J,2437,94,-17,245,101.79893331004122
493822,CCC_2014B,713,49,-18,105,55.57088296233958
493826,DDD_2014J,340,37,-24,31,42.831882477283514
493876,DDD_2013J,243,16,-18,37,21.4971682252932
493876,DDD_2014J,429,50,-16,228,56.063785208687605
493876,EEE_2013J,1606,74,-11,261,81.38212436573751
493879,DDD_2013J,89,10,-5,29,14.499809670330265
493879,DDD_2014B,563,32,-12,51,38.33505425149806
493912,BBB_2013B,907,35,-7,227,41.811244378601295
